,id,title_description_clean,release_date,Contains
106,1VfFB0FBqkRndzlBD2UsTG,"Populism in Portugal, texting David Cameron, and a challenger to Trump? Is Portugal the exception to the populist wave? Are reshuffle rumours ever to be trusted? How possible is a one-nation Tory revival?",2023-08-23,David Cameron
107,1VfFB0FBqkRndzlBD2UsTG,"Populism in Portugal, texting David Cameron, and a challenger to Trump? Is Portugal the exception to the populist wave? Are reshuffle rumours ever to be trusted? How possible is a one-nation Tory revival?",2023-08-23,Donald Trump
108,22G2Nx3pNFm1w5KvFsedxL,"The Trial of Lucy Letby, the domination of the dollar, and politicians vs. lawyers Why are lawyers being targeted for taking on immigration cases? How significant is the BRICS ;New Development Bank;? Are left-of-centre western governments more anti-American?  and Alastair as they answer all these questions and more on today episode of The Rest Is Politics.",2023-08-22,Lucy Letby
109,0JQksEPzVlCgj0UvjZc932,Privatisation vs. Nationalisation Are UFO sightings a purely English-speaking phenomenon? Should we give more or less praise to privatisation? What Dominic Cummings up to now?,2023-08-16,
110,0xCFcbeDulYBtxiKt6TfyA,"Small boats, Zimbabwe since Mugabe, and Trump anti-mafia indictment What is the best way to confront the crisis of small boats in the Channel? How has Zimbabwe changed since the rule of Robert Mugabe? Why are the Tories acting like they;re in opposition?",2023-08-15,Donald Trump
111,0xCFcbeDulYBtxiKt6TfyA,"Small boats, Zimbabwe since Mugabe, and Trump anti-mafia indictment What is the best way to confront the crisis of small boats in the Channel? How has Zimbabwe changed since the rule of Robert Mugabe? Why are the Tories acting like they;re in opposition?",2023-08-15,Robert Mugabe
112,0d4bM3FScvqGUcJalm1X7E,"Rebuilding the Tory brand, Macron successor, and the militarisation of Mexico Is the Tory brand damaged beyond repair? Does Macron have a succession plan? What tempts governments to bring in the military?",2023-08-09,Emmanuel Macron
113,6AqqE02EgFkDeC2UKO2HuF,White House or jail? The future of Donald J. Trump Will Donald Trump end up in prison or back in the White House? Why is the gap between politics and the legal arena becoming ever narrower? Is Net Zero at risk of becoming the new Brexit issue in British politics?,2023-08-08,Donald Trump
114,6AqqE02EgFkDeC2UKO2HuF,White House or jail? The future of Donald J. Trump Will Donald Trump end up in prison or back in the White House? Why is the gap between politics and the legal arena becoming ever narrower? Is Net Zero at risk of becoming the new Brexit issue in British politics?,2023-08-08,Donald J. Trump
115,5tiuc4DdbgCjILSMwh5LtW,"Sweden Quran-burning crisis, Farage vs. the banks, and what is 'the establishment'? What would Rory do if he was Sweden Minister of Foreign Affairs? Are we paying Nigel Farage too much attention? Should MPs be allowed to rebel against their party? Listen to hear Rory and Alastair answer all these questions and more in this week Question Time.",2023-08-03,Nigel Farage
116,2jx4JzB7TugsFkE9Sb9UEo,"Sunak net zero culture war, Africa 'coup belt', and a new strategy for the German far-right Why are Rishi Sunak and other politicians of the right looking to weaponise net zero? How should the international community respond to the rising number of coups across the Sahel? Can elections now been won through the sheer power of social media manipulation?",2023-08-01,Rishi Sunak
117,4MsC018Hrh6rtHFCRiR3K7,"Knocking over Liz Truss, Oxbridge dominance, and life under the Taliban Should MPs be able to vote electronically? Is Oxbridge as dominant as it used to be in British society? Are opinion polls just the junk food of political journalism?",2023-07-27,Liz Truss
118,1gXVtYnodHT8AVRdnidzMJ,"Labour on the defensive, Machismo in Spain, and Israel on a knife-edge What is the existential threat to democracy that unfolding in Israel? Why is Labour on the policy defensive after defeat in Uxbridge? Is Spain now the most polarised country in Europe?",2023-07-26,
119,0dhi3spA17QkMRmyiALRUj,"Sunak slides to defeat in Selby and Somerton How happy should Labour be with Thursday by-election results? Can Sunak take some solace from holding on in Uxbridge? Will these constituencies be Labour, Tory, and Lib Dem holds at the next election?",2023-07-21,Rishi Sunak
120,74gWdrwUCFmSLtY0D5j8nF,"Ben Wallace, intellectual PMs, and the fight for the Israeli flag Will Rory run for London Mayor next year? What will Ben Wallace political legacy look like? Why are left and right fighting over the Israeli flag?",2023-07-20,Ben Wallace
121,74gWdrwUCFmSLtY0D5j8nF,"Ben Wallace, intellectual PMs, and the fight for the Israeli flag Will Rory run for London Mayor next year? What will Ben Wallace political legacy look like? Why are left and right fighting over the Israeli flag?",2023-07-20,Ben
122,61Mtu3PIilGmWvPFunbohQ,How radical would Labour be in power? Would Keir Starmer be radical or conservative as prime minister? Is enough being done to combat the current heatwave affecting much of the world? What should we make of Kemi Badenoch new trade deal?,2023-07-19,Keir Starmer
123,5Uq6FuzUxQZzpahvMIi8l2,"The Power of Prigozhin From a Siberian penal colony to the gold mines of the Central African Republic, who is Yevgeny Prigozhin and how did he become one of the most famous men in Russia today?",2023-07-18,Yevgeny Prigozhin
124,69b0nDG5HxqhvSFSmHToFY,"Feargal Sharkey on water pollution, drug legalisation, and fishing Is it too late to save our rivers? How should the government approach drug testing at festivals? Which political journalists were in attendance at George Osborne wedding?",2023-07-13,George Osborne
125,50LD0sJYch6gHgvaKUrYVg,"Sunak path to victory, Trump stance on Ukraine, and the future of Palestine Is there any way that Sunak can win the next election? Would a second Trump presidency decisively change the course of the Ukraine conflict? What the future of Palestine in the face of Netanyahu far right government in Israel?",2023-07-12,Netanyahu
126,50LD0sJYch6gHgvaKUrYVg,"Sunak path to victory, Trump stance on Ukraine, and the future of Palestine Is there any way that Sunak can win the next election? Would a second Trump presidency decisively change the course of the Ukraine conflict? What the future of Palestine in the face of Netanyahu far right government in Israel?",2023-07-12,Donald Trump
127,50LD0sJYch6gHgvaKUrYVg,"Sunak path to victory, Trump stance on Ukraine, and the future of Palestine Is there any way that Sunak can win the next election? Would a second Trump presidency decisively change the course of the Ukraine conflict? What the future of Palestine in the face of Netanyahu far right government in Israel?",2023-07-12,Rishi Sunak
128,6b2DZPz98MfE0Rs5NDqKYB,"How to end a civil war, psychedelic treatments, and will the Orkney Islands join Norway? Why are the Orkney islands looking to explore options around joining Norway? Are psychedelics the future of mental health treatment? Does the path to a Labour majority include winning over National Trust members?",2023-07-06,
129,2xZ9O0kfUuhszlOt4OaWNN,"France on fire, Thames Water troubles, and NHS privatisation What happening in France? How did Thames Water become saddled with debt? Are we on course for inevitable NHS privatisation?",2023-07-05,
130,0jr4RzYGU4SemPC74EPMUH,"The next global superpower, a royal panic, and Rory on Austerity How did Rory get stuck in the royal panic room? Why do Labour politicians attend Murdoch parties? Which country will be the next global superpower?",2023-06-29,Rupert Murdoch
131,5dMGeWai8uH1L23pEoI226,"Putin vs. Prigozhin, the power of Lebedev, and the battle for Southeast Asia Is this the beginning of the end for Vladimir Putin? Did Boris Johnson overrule MI6 during his time as Prime Minister? Will Sunak be able to control inflation?",2023-06-28,Vladimir Putin
132,5dMGeWai8uH1L23pEoI226,"Putin vs. Prigozhin, the power of Lebedev, and the battle for Southeast Asia Is this the beginning of the end for Vladimir Putin? Did Boris Johnson overrule MI6 during his time as Prime Minister? Will Sunak be able to control inflation?",2023-06-28,Boris Johnson
133,5dMGeWai8uH1L23pEoI226,"Putin vs. Prigozhin, the power of Lebedev, and the battle for Southeast Asia Is this the beginning of the end for Vladimir Putin? Did Boris Johnson overrule MI6 during his time as Prime Minister? Will Sunak be able to control inflation?",2023-06-28,Yevgeny Prigozhin
134,5dMGeWai8uH1L23pEoI226,"Putin vs. Prigozhin, the power of Lebedev, and the battle for Southeast Asia Is this the beginning of the end for Vladimir Putin? Did Boris Johnson overrule MI6 during his time as Prime Minister? Will Sunak be able to control inflation?",2023-06-28,Evgeny Lebedev
135,5dMGeWai8uH1L23pEoI226,"Putin vs. Prigozhin, the power of Lebedev, and the battle for Southeast Asia Is this the beginning of the end for Vladimir Putin? Did Boris Johnson overrule MI6 during his time as Prime Minister? Will Sunak be able to control inflation?",2023-06-28,Rishi Sunak
136,6GKibDgU3mvEdglD4jFQ3X,"Putin under threat as Wagner mutiny As Wagner Group mercenaries led by Yevgeny Prigozhin apparently rebel against the Russian Army, what impact could this have on the war with Ukraine and Vladimir Putin position as president? Emergency podcast recorded at lunchtime on Saturday 24th June.",2023-06-24,Vladimir Putin
137,6GKibDgU3mvEdglD4jFQ3X,"Putin under threat as Wagner mutiny As Wagner Group mercenaries led by Yevgeny Prigozhin apparently rebel against the Russian Army, what impact could this have on the war with Ukraine and Vladimir Putin position as president? Emergency podcast recorded at lunchtime on Saturday 24th June.",2023-06-24,Yevgeny Prigozhin
138,1NT3Pn9zVkQwMlQYdq5zKf,"The War On Drugs, a Tory Green Party, and Long Covid Is class still the biggest dividing line in Britain? Why do we not hear enough about the impact of Long Covid? Would the Green Party ever shift to the right?",2023-06-22,
139,0uzzw7ZRfqfACUq61NebLp,"The world looks to Beijing, Putin vs. Africa, and Rory sliding Brexit doors What have we learnt from Brexit, 7 years on? Has Antony Blinken trip to Beijing eased tensions between China and the US? What is Africa role in the Ukraine-Russia conflict?",2023-06-21,Vladimir Putin
140,0uzzw7ZRfqfACUq61NebLp,"The world looks to Beijing, Putin vs. Africa, and Rory sliding Brexit doors What have we learnt from Brexit, 7 years on? Has Antony Blinken trip to Beijing eased tensions between China and the US? What is Africa role in the Ukraine-Russia conflict?",2023-06-21,Antony Blinken
141,5nBLtBu28AWgHjowErIXCc,"Is this the end for Boris Johnson? In a damning report, Boris Johnson has been condemned for lying to parliament over parties held in Downing Street during the pandemic.",2023-06-15,Boris Johnson
142,0MEdiG7cJHjtvSYWNpsWm8,"Labour greatest hope, what a Trump presidency would mean for Ukraine, and should we ban vaping? What would a Trump victory in 2024 mean for the war in Ukraine? Should the UK government take action on vaping? Is Labour pursuing the ;ming vase; strategy?",2023-06-15,Donald Trump
143,7mGJAfN212soR55bZ6oyON,"Johnson and Sunak at war, Sturgeon arrest, and the death of Silvio Berlusconi Are we on the brink of Tory civil war? What is the legacy of Silvio Berlusconi? Why has China pivoted to Latin America?",2023-06-14,Boris Johnson
144,7mGJAfN212soR55bZ6oyON,"Johnson and Sunak at war, Sturgeon arrest, and the death of Silvio Berlusconi Are we on the brink of Tory civil war? What is the legacy of Silvio Berlusconi? Why has China pivoted to Latin America?",2023-06-14,Rishi Sunak
145,7mGJAfN212soR55bZ6oyON,"Johnson and Sunak at war, Sturgeon arrest, and the death of Silvio Berlusconi Are we on the brink of Tory civil war? What is the legacy of Silvio Berlusconi? Why has China pivoted to Latin America?",2023-06-14,Silvio Berlusconi
146,2R1YbMGLK5sMYeKPmgz5I4,"BORIS JOHNSON RESIGNS In an emergency podcast, Rory and Alastair react to the news that Boris Johnson is standing down as a Conservative MP with immediate effect after an investigation into the Partygate scandal found he misled parliament and recommended a suspension from the House of Commons.",2023-06-09,Boris Johnson
147,2R1YbMGLK5sMYeKPmgz5I4,"BORIS JOHNSON RESIGNS In an emergency podcast, Rory and Alastair react to the news that Boris Johnson is standing down as a Conservative MP with immediate effect after an investigation into the Partygate scandal found he misled parliament and recommended a suspension from the House of Commons.",2023-06-09,Boris Johnson Resigns
148,6PBG9nqAA30ptj0Lq3Dukw,"The Bullingdon Club, democracy vs. capitalism, and overcoming foot-and-mouth Should Rory and Alastair switch allegiance to the Liberal Democrats? Why is there no happy news? What was handling the foot and mouth disease crisis like? Listen to Rory and Alastair answer these questions, plus Rory explains how he was approached by the Bullingdon Club at Oxford, Alastair reveals his university party trick, and much more in this week Question Time.",2023-06-08,
149,4s8qAoGTA8ew2sG2D1GEUx,"Government taking itself to court, avoiding war with China, and Polish protests Should the government be taking itself to court over the covid inquiry? Rory and Alastair disagree (just about) agreeably on this one. Also, how is the USA attempt to create a bloc against China causing tension? And what do the latest protests in Kosovo and Poland mean? Listen this week to find out.",2023-06-07,
150,0rovXQ4c0BLzSsRqZQKs45,"Johnson vs. Stewart, protests in Serbia, and are think tanks actually influential? Did John Major lose in 1997, or did Tony Blair win? Would building on golf courses in London solve the housing crisis? How useful is the Freedom of Information Act? Hear the answers to these questions and more in this week Question Time, as Rory reveals what it was like going head to head with Boris Johnson and Alastair makes a rare correction from last week episode.",2023-06-01,Boris Johnson
151,0rovXQ4c0BLzSsRqZQKs45,"Johnson vs. Stewart, protests in Serbia, and are think tanks actually influential? Did John Major lose in 1997, or did Tony Blair win? Would building on golf courses in London solve the housing crisis? How useful is the Freedom of Information Act? Hear the answers to these questions and more in this week Question Time, as Rory reveals what it was like going head to head with Boris Johnson and Alastair makes a rare correction from last week episode.",2023-06-01,Tony Blair
152,0rovXQ4c0BLzSsRqZQKs45,"Johnson vs. Stewart, protests in Serbia, and are think tanks actually influential? Did John Major lose in 1997, or did Tony Blair win? Would building on golf courses in London solve the housing crisis? How useful is the Freedom of Information Act? Hear the answers to these questions and more in this week Question Time, as Rory reveals what it was like going head to head with Boris Johnson and Alastair makes a rare correction from last week episode.",2023-06-01,John Major
153,5h0yldaNrMS5Vqflgnn8Es,"Spanish politics explained and a deep dive into AI Artificial Intelligence: is it the future of humanity, or the beginning of the end? Rory and Alastair take a deep dive into the subject and the political complications of advancing technologies in the field. Plus, they have a look at the political parties operating in Spain, Alastair court appearance this week, and rising inflation in the UK.",2023-05-31,
154,6GSvXdryYaapZwSvOtMwpF,"Solving sewage, building on the Green Belt, and the most intimidating person in politics Should we start building on the Green Belt? Is there a fun side to politics? Why don;t ministers resign anymore without being pushed?",2023-05-25,
155,7ePgt7xDzyKkJ2NTkuhOz9,"Suella speeding, Japan in focus, and what the point of the G7? How was the G7 formed, and what is the point of it today? What will the consequences be for Suella Braverman following her speeding scandal? How does religion influence politics?",2023-05-24,Suella Braverman
156,6vmwNrNYte86svwyYdk41O,"How to reform prisons, Macron vs. Clinton, and what is the Privy Council? Was Hillary Clinton arrogant in her comments about Emmanuel Macron? What the best way to reform UK prisons? How much do you know about sporrans?",2023-05-18,Emmanuel Macron
157,6vmwNrNYte86svwyYdk41O,"How to reform prisons, Macron vs. Clinton, and what is the Privy Council? Was Hillary Clinton arrogant in her comments about Emmanuel Macron? What the best way to reform UK prisons? How much do you know about sporrans?",2023-05-18,Hillary Clinton
158,53mJ49JKBasp29YwLT5uiI,"Erdoğan fights on, 'Clause IV on steroids', and the fall of military rule What next for Turkey? How does Starmer aim to reform Labour? Why should we be paying attention to events in Thailand?",2023-05-17,Keir Starmer
159,53mJ49JKBasp29YwLT5uiI,"Erdoğan fights on, 'Clause IV on steroids', and the fall of military rule What next for Turkey? How does Starmer aim to reform Labour? Why should we be paying attention to events in Thailand?",2023-05-17,Erdoğan
160,7wEVVZS7LiLDKhfrdz6OFH,"Bumping into Boris Johnson, the Hong Kong handover, and One-nation Tories vs. Blairites Do manifestos matter? What exactly is a free port? Is there a real difference between One-nation Conservatives and Blairites?",2023-05-11,Boris Johnson
161,7wEVVZS7LiLDKhfrdz6OFH,"Bumping into Boris Johnson, the Hong Kong handover, and One-nation Tories vs. Blairites Do manifestos matter? What exactly is a free port? Is there a real difference between One-nation Conservatives and Blairites?",2023-05-11,Tony Blair
162,2TZjBOzSHefybbs8GFxYc3,"Sunak at a crossroads, weaponising 'woke', and the Wagner Group Have the local elections changed how Sunak will run Number 10? What going on with the Wagner Group and Vladimir Putin? How did the coronation attendees manage to go to the toilet during the long wait for King Charles?",2023-05-10,Vladimir Putin
163,2TZjBOzSHefybbs8GFxYc3,"Sunak at a crossroads, weaponising 'woke', and the Wagner Group Have the local elections changed how Sunak will run Number 10? What going on with the Wagner Group and Vladimir Putin? How did the coronation attendees manage to go to the toilet during the long wait for King Charles?",2023-05-10,King Charles
164,2TZjBOzSHefybbs8GFxYc3,"Sunak at a crossroads, weaponising 'woke', and the Wagner Group Have the local elections changed how Sunak will run Number 10? What going on with the Wagner Group and Vladimir Putin? How did the coronation attendees manage to go to the toilet during the long wait for King Charles?",2023-05-10,Rishi Sunak
165,5sImlJth6erSGVBOPKQmdW,Local Elections: Who the real winner? Was this a win for Starmer? Or should he be disappointed? What does this tell us about next year general election?,2023-05-05,Keir Starmer
166,6Vz1MJZA6PmWdVXMjilyjX,"Communists in Austria, the collapse of First Republic, and the political power of Ben and Jerry What role do corporations play in political activism? Could the local elections results push forward a general election? Are communists having a resurgence in Europe? Rory and Alastair answer these questions, as well as discussing their favourite museums, chauvinism in sport, Vice President Kamala Harris, and ageism in politics.",2023-05-04,Ben
167,6Vz1MJZA6PmWdVXMjilyjX,"Communists in Austria, the collapse of First Republic, and the political power of Ben and Jerry What role do corporations play in political activism? Could the local elections results push forward a general election? Are communists having a resurgence in Europe? Rory and Alastair answer these questions, as well as discussing their favourite museums, chauvinism in sport, Vice President Kamala Harris, and ageism in politics.",2023-05-04,Jerry
168,6Vz1MJZA6PmWdVXMjilyjX,"Communists in Austria, the collapse of First Republic, and the political power of Ben and Jerry What role do corporations play in political activism? Could the local elections results push forward a general election? Are communists having a resurgence in Europe? Rory and Alastair answer these questions, as well as discussing their favourite museums, chauvinism in sport, Vice President Kamala Harris, and ageism in politics.",2023-05-04,Kamala Harris
169,3jcziBElj8aMzxPiIBpOdm,"King Charles III coronation, the geopolitics of net-zero, and the power of oracy This Saturday May 6th, the UK will celebrate the coronation of King Charles III. But what is the political impact of such an event? And what is the relevance of the monarchy today? Rory and Alastair will discuss this historic event, plus Richard Sharp exit from the BBC, the impending energy crisis in Europe, and the importance of teaching speaking skills.",2023-05-03,King Charles
170,3jcziBElj8aMzxPiIBpOdm,"King Charles III coronation, the geopolitics of net-zero, and the power of oracy This Saturday May 6th, the UK will celebrate the coronation of King Charles III. But what is the political impact of such an event? And what is the relevance of the monarchy today? Rory and Alastair will discuss this historic event, plus Richard Sharp exit from the BBC, the impending energy crisis in Europe, and the importance of teaching speaking skills.",2023-05-03,Charles Iii
171,3jcziBElj8aMzxPiIBpOdm,"King Charles III coronation, the geopolitics of net-zero, and the power of oracy This Saturday May 6th, the UK will celebrate the coronation of King Charles III. But what is the political impact of such an event? And what is the relevance of the monarchy today? Rory and Alastair will discuss this historic event, plus Richard Sharp exit from the BBC, the impending energy crisis in Europe, and the importance of teaching speaking skills.",2023-05-03,Richard Sharp
172,31B6OtbL7d5zYxE6VqJXjm,"Murdoch mayhem, the politics of nepotism, and Alastair Campbell MP? Will Alastair ever stand as an MP? What going on with Rupert Murdoch at Fox News? How prevalent is nepotism in UK politics?",2023-04-27,Rupert Murdoch
173,3ebhWLiKjh5gMjl2wlvpYK,"Politicians vs. civil servants, evacuating Sudan, and Diane Abbott What does Dominic Raab resignation tell us about the battle between civil servants and ministers? How did Rory lead an evacuation during his time in Iraq? What next for Diane Abbott?",2023-04-26,Diane Abbott
174,3ebhWLiKjh5gMjl2wlvpYK,"Politicians vs. civil servants, evacuating Sudan, and Diane Abbott What does Dominic Raab resignation tell us about the battle between civil servants and ministers? How did Rory lead an evacuation during his time in Iraq? What next for Diane Abbott?",2023-04-26,Dominic Raab
175,3fz4ohUFL7cCXywhgtuAtu,DOMINIC RAAB RESIGNS Why has Dominic Raab resigned as Deputy Prime Minister and what does it mean for the future of the Conservative government?,2023-04-21,Dominic Raab
176,0buX8jLD5iVxBf2SEbzZaI,"Leaking Liz Truss, the funniest person in politics, and ‘Killing Thatcher’ Is leaking a way to get ahead in politics? What did Paddy Ashdown do to Rory? Should Joe Biden run for President again? Listen as Alastair and Rory answer these questions and more…",2023-04-20,Joe Biden
177,0buX8jLD5iVxBf2SEbzZaI,"Leaking Liz Truss, the funniest person in politics, and ‘Killing Thatcher’ Is leaking a way to get ahead in politics? What did Paddy Ashdown do to Rory? Should Joe Biden run for President again? Listen as Alastair and Rory answer these questions and more…",2023-04-20,Liz Truss
178,0buX8jLD5iVxBf2SEbzZaI,"Leaking Liz Truss, the funniest person in politics, and ‘Killing Thatcher’ Is leaking a way to get ahead in politics? What did Paddy Ashdown do to Rory? Should Joe Biden run for President again? Listen as Alastair and Rory answer these questions and more…",2023-04-20,Margaret Thatcher
179,0buX8jLD5iVxBf2SEbzZaI,"Leaking Liz Truss, the funniest person in politics, and ‘Killing Thatcher’ Is leaking a way to get ahead in politics? What did Paddy Ashdown do to Rory? Should Joe Biden run for President again? Listen as Alastair and Rory answer these questions and more…",2023-04-20,Paddy Ashdown
180,5mHnZLQOQ4MZjrTBhfkwha,"Chaos in Sudan, Biden vs. Sunak, and the fall of Braverman? Is the Special Relationship between the UK and the US falling apart? How can the world come to Sudan aid? And is Suella Braverman finally on her last legs?",2023-04-19,Joe Biden
181,5mHnZLQOQ4MZjrTBhfkwha,"Chaos in Sudan, Biden vs. Sunak, and the fall of Braverman? Is the Special Relationship between the UK and the US falling apart? How can the world come to Sudan aid? And is Suella Braverman finally on her last legs?",2023-04-19,Suella Braverman
182,5mHnZLQOQ4MZjrTBhfkwha,"Chaos in Sudan, Biden vs. Sunak, and the fall of Braverman? Is the Special Relationship between the UK and the US falling apart? How can the world come to Sudan aid? And is Suella Braverman finally on her last legs?",2023-04-19,Rishi Sunak
183,3RfMRXldJYUZqJJXyg8xct,"Macron and Xi Jinping, the rise of the right, and Tony Blair vs. UFOs Why is France trying to boost its ties with China? How do you define populism? Does Rory have any plans to present more history and travel documentaries? Rory and Alastair answer all these questions, as well as discussing Tony Blair thoughts on UFOs, the benefits of silent meditation retreats, and more...",2023-04-13,Tony Blair
184,3RfMRXldJYUZqJJXyg8xct,"Macron and Xi Jinping, the rise of the right, and Tony Blair vs. UFOs Why is France trying to boost its ties with China? How do you define populism? Does Rory have any plans to present more history and travel documentaries? Rory and Alastair answer all these questions, as well as discussing Tony Blair thoughts on UFOs, the benefits of silent meditation retreats, and more...",2023-04-13,Emmanuel Macron
185,3RfMRXldJYUZqJJXyg8xct,"Macron and Xi Jinping, the rise of the right, and Tony Blair vs. UFOs Why is France trying to boost its ties with China? How do you define populism? Does Rory have any plans to present more history and travel documentaries? Rory and Alastair answer all these questions, as well as discussing Tony Blair thoughts on UFOs, the benefits of silent meditation retreats, and more...",2023-04-13,Ben
186,3RfMRXldJYUZqJJXyg8xct,"Macron and Xi Jinping, the rise of the right, and Tony Blair vs. UFOs Why is France trying to boost its ties with China? How do you define populism? Does Rory have any plans to present more history and travel documentaries? Rory and Alastair answer all these questions, as well as discussing Tony Blair thoughts on UFOs, the benefits of silent meditation retreats, and more...",2023-04-13,Xi Jinping
187,0qbNUsZPX47afF6fez3BbZ,"Starmer most controversial move yet, the truth behind Vladimir Putin, and the Good Friday Agreement Has Keir Starmer lost Labour the moral high ground after his attack on Rishi Sunak? What is Vladimir Putin really like behind closed doors? Will peace and power-sharing return to Northern Ireland, 25 years after the Good Friday Agreement?",2023-04-12,Vladimir Putin
188,0qbNUsZPX47afF6fez3BbZ,"Starmer most controversial move yet, the truth behind Vladimir Putin, and the Good Friday Agreement Has Keir Starmer lost Labour the moral high ground after his attack on Rishi Sunak? What is Vladimir Putin really like behind closed doors? Will peace and power-sharing return to Northern Ireland, 25 years after the Good Friday Agreement?",2023-04-12,Rishi Sunak
189,0qbNUsZPX47afF6fez3BbZ,"Starmer most controversial move yet, the truth behind Vladimir Putin, and the Good Friday Agreement Has Keir Starmer lost Labour the moral high ground after his attack on Rishi Sunak? What is Vladimir Putin really like behind closed doors? Will peace and power-sharing return to Northern Ireland, 25 years after the Good Friday Agreement?",2023-04-12,Keir Starmer
190,0X6ZW2V6MEXRQ64QsKHVfG,"Democracy under threat, rampant sewage, and campaign songs Is the decline of local news destroying the fabric of our democracy? Should there be a cabinet position dealing with AI? Should private schools deal with Ofsted inspections too?  and Rory as they discuss these questions and more.",2023-04-06,
191,7EYHSWOnBzSL9zKHZzR5te,"Trump indictment, Dover delays, and Sanna Marin loses How will Donald Trump arraignment unfold? What is happening at the border between the United Kingdom and France? What was the significance of King Charles; visit to Germany? Rory and Alastair discuss these topics, plus we say goodbye to the world youngest Prime Minister, Sanna Marin of Finland, Russia assumes UN Security Council presidency, and Sunak launches new grooming gang taskforce.",2023-04-05,Donald Trump
192,7EYHSWOnBzSL9zKHZzR5te,"Trump indictment, Dover delays, and Sanna Marin loses How will Donald Trump arraignment unfold? What is happening at the border between the United Kingdom and France? What was the significance of King Charles; visit to Germany? Rory and Alastair discuss these topics, plus we say goodbye to the world youngest Prime Minister, Sanna Marin of Finland, Russia assumes UN Security Council presidency, and Sunak launches new grooming gang taskforce.",2023-04-05,King Charles
193,7EYHSWOnBzSL9zKHZzR5te,"Trump indictment, Dover delays, and Sanna Marin loses How will Donald Trump arraignment unfold? What is happening at the border between the United Kingdom and France? What was the significance of King Charles; visit to Germany? Rory and Alastair discuss these topics, plus we say goodbye to the world youngest Prime Minister, Sanna Marin of Finland, Russia assumes UN Security Council presidency, and Sunak launches new grooming gang taskforce.",2023-04-05,Rishi Sunak
194,7EYHSWOnBzSL9zKHZzR5te,"Trump indictment, Dover delays, and Sanna Marin loses How will Donald Trump arraignment unfold? What is happening at the border between the United Kingdom and France? What was the significance of King Charles; visit to Germany? Rory and Alastair discuss these topics, plus we say goodbye to the world youngest Prime Minister, Sanna Marin of Finland, Russia assumes UN Security Council presidency, and Sunak launches new grooming gang taskforce.",2023-04-05,Sanna Marin
195,222QXjsbaVQkyxoM4fNly6,"Corbyn and Cummings, Cool Britannia, and Ofsted What the story about Cummings and Corbyn on the podcast? Should GB News be considered a news channel? How did Britpop and Cool Britannia affect the 1997 election result? Tune in to today Question Time pod to hear all these answered and more.",2023-03-30,Jeremy Corbyn
196,7MD2do37jdiUWJxFNeXaxD,"France on fire, fake Korean cash, and a new Scottish nationalism Would Labour ever endorse Scottish independence? Why is France on fire? And how did Matt Hancock and Kwasi Kwarteng end up talking to a fake Korean consultancy firm?",2023-03-29,Matt Hancock
197,7MD2do37jdiUWJxFNeXaxD,"France on fire, fake Korean cash, and a new Scottish nationalism Would Labour ever endorse Scottish independence? Why is France on fire? And how did Matt Hancock and Kwasi Kwarteng end up talking to a fake Korean consultancy firm?",2023-03-29,Kwasi Kwarteng
198,6XmXoM4T8tTYsVNelj2X8y,"Banks in crisis, Imran Khan, and Blair on The Simpsons Could Labour inherit a junior doctor problem? What can be done about the rising costs of childcare? And what do Rory and Alastair really see in each other? Rory and Alastair answer all these questions and more in this week Question Time.",2023-03-23,Imran Khan
199,6XmXoM4T8tTYsVNelj2X8y,"Banks in crisis, Imran Khan, and Blair on The Simpsons Could Labour inherit a junior doctor problem? What can be done about the rising costs of childcare? And what do Rory and Alastair really see in each other? Rory and Alastair answer all these questions and more in this week Question Time.",2023-03-23,Tony Blair
200,1uX19xA9pAktYhKWZk6GAg,"Iraq: the fallout, Scotland at a crossroads, and ‘sneaky beakies’ In a week where we;ve had bank bailouts and a meeting where Vladimir Putin and Xi Jinping hinted at a dangerous anti-western alliance, is there much to feel positive about?  and Alastair as they cover these topics, as well as Benjamin Netanyahu attempted overhaul of the judicial system in Israel and Rory recent visit to Turkey.",2023-03-22,Vladimir Putin
201,1uX19xA9pAktYhKWZk6GAg,"Iraq: the fallout, Scotland at a crossroads, and ‘sneaky beakies’ In a week where we;ve had bank bailouts and a meeting where Vladimir Putin and Xi Jinping hinted at a dangerous anti-western alliance, is there much to feel positive about?  and Alastair as they cover these topics, as well as Benjamin Netanyahu attempted overhaul of the judicial system in Israel and Rory recent visit to Turkey.",2023-03-22,Netanyahu
202,1uX19xA9pAktYhKWZk6GAg,"Iraq: the fallout, Scotland at a crossroads, and ‘sneaky beakies’ In a week where we;ve had bank bailouts and a meeting where Vladimir Putin and Xi Jinping hinted at a dangerous anti-western alliance, is there much to feel positive about?  and Alastair as they cover these topics, as well as Benjamin Netanyahu attempted overhaul of the judicial system in Israel and Rory recent visit to Turkey.",2023-03-22,Ben
203,1uX19xA9pAktYhKWZk6GAg,"Iraq: the fallout, Scotland at a crossroads, and ‘sneaky beakies’ In a week where we;ve had bank bailouts and a meeting where Vladimir Putin and Xi Jinping hinted at a dangerous anti-western alliance, is there much to feel positive about?  and Alastair as they cover these topics, as well as Benjamin Netanyahu attempted overhaul of the judicial system in Israel and Rory recent visit to Turkey.",2023-03-22,Xi Jinping
