,id,title_description_clean,release_date,Contains
109,3jcziBElj8aMzxPiIBpOdm,"King Charles III coronation, the geopolitics of net-zero, and the power of oracy This Saturday May 6th, the UK will celebrate the coronation of King Charles III. But what is the political impact of such an event? And what is the relevance of the monarchy today? Rory and Alastair will discuss this historic event, plus Richard Sharp exit from the BBC, the impending energy crisis in Europe, and the importance of teaching speaking skills.",03/05/2023,ERG
110,3jcziBElj8aMzxPiIBpOdm,"King Charles III coronation, the geopolitics of net-zero, and the power of oracy This Saturday May 6th, the UK will celebrate the coronation of King Charles III. But what is the political impact of such an event? And what is the relevance of the monarchy today? Rory and Alastair will discuss this historic event, plus Richard Sharp exit from the BBC, the impending energy crisis in Europe, and the importance of teaching speaking skills.",03/05/2023,BBC
111,31B6OtbL7d5zYxE6VqJXjm,"Murdoch mayhem, the politics of nepotism, and Alastair Campbell MP? Will Alastair ever stand as an MP? What going on with Rupert Murdoch at Fox News? How prevalent is nepotism in UK politics?",27/04/2023,
112,3ebhWLiKjh5gMjl2wlvpYK,"Politicians vs. civil servants, evacuating Sudan, and Diane Abbott What does Dominic Raab resignation tell us about the battle between civil servants and ministers? How did Rory lead an evacuation during his time in Iraq? What next for Diane Abbott?",26/04/2023,
113,3fz4ohUFL7cCXywhgtuAtu,DOMINIC RAAB RESIGNS Why has Dominic Raab resigned as Deputy Prime Minister and what does it mean for the future of the Conservative government?,21/04/2023,
114,0buX8jLD5iVxBf2SEbzZaI,"Leaking Liz Truss, the funniest person in politics, and ‘Killing Thatcher’ Is leaking a way to get ahead in politics? What did Paddy Ashdown do to Rory? Should Joe Biden run for President again? Listen as Alastair and Rory answer these questions and more…",20/04/2023,
115,5mHnZLQOQ4MZjrTBhfkwha,"Chaos in Sudan, Biden vs. Sunak, and the fall of Braverman? Is the Special Relationship between the UK and the US falling apart? How can the world come to Sudan aid? And is Suella Braverman finally on her last legs?",19/04/2023,
116,3RfMRXldJYUZqJJXyg8xct,"Macron and Xi Jinping, the rise of the right, and Tony Blair vs. UFOs Why is France trying to boost its ties with China? How do you define populism? Does Rory have any plans to present more history and travel documentaries? Rory and Alastair answer all these questions, as well as discussing Tony Blair thoughts on UFOs, the benefits of silent meditation retreats, and more...",13/04/2023,
117,0qbNUsZPX47afF6fez3BbZ,"Starmer most controversial move yet, the truth behind Vladimir Putin, and the Good Friday Agreement Has Keir Starmer lost Labour the moral high ground after his attack on Rishi Sunak? What is Vladimir Putin really like behind closed doors? Will peace and power-sharing return to Northern Ireland, 25 years after the Good Friday Agreement?",12/04/2023,Labour Party
118,0X6ZW2V6MEXRQ64QsKHVfG,"Democracy under threat, rampant sewage, and campaign songs Is the decline of local news destroying the fabric of our democracy? Should there be a cabinet position dealing with AI? Should private schools deal with Ofsted inspections too?  and Rory as they discuss these questions and more.",06/04/2023,
119,7EYHSWOnBzSL9zKHZzR5te,"Trump indictment, Dover delays, and Sanna Marin loses How will Donald Trump arraignment unfold? What is happening at the border between the United Kingdom and France? What was the significance of King Charles; visit to Germany? Rory and Alastair discuss these topics, plus we say goodbye to the world youngest Prime Minister, Sanna Marin of Finland, Russia assumes UN Security Council presidency, and Sunak launches new grooming gang taskforce.",05/04/2023,United Nations
120,222QXjsbaVQkyxoM4fNly6,"Corbyn and Cummings, Cool Britannia, and Ofsted What the story about Cummings and Corbyn on the podcast? Should GB News be considered a news channel? How did Britpop and Cool Britannia affect the 1997 election result? Tune in to today Question Time pod to hear all these answered and more.",30/03/2023,
121,7MD2do37jdiUWJxFNeXaxD,"France on fire, fake Korean cash, and a new Scottish nationalism Would Labour ever endorse Scottish independence? Why is France on fire? And how did Matt Hancock and Kwasi Kwarteng end up talking to a fake Korean consultancy firm?",29/03/2023,Labour Party
122,6XmXoM4T8tTYsVNelj2X8y,"Banks in crisis, Imran Khan, and Blair on The Simpsons Could Labour inherit a junior doctor problem? What can be done about the rising costs of childcare? And what do Rory and Alastair really see in each other? Rory and Alastair answer all these questions and more in this week Question Time.",23/03/2023,Labour Party
123,1uX19xA9pAktYhKWZk6GAg,"Iraq: the fallout, Scotland at a crossroads, and ‘sneaky beakies’ In a week where we;ve had bank bailouts and a meeting where Vladimir Putin and Xi Jinping hinted at a dangerous anti-western alliance, is there much to feel positive about?  and Alastair as they cover these topics, as well as Benjamin Netanyahu attempted overhaul of the judicial system in Israel and Rory recent visit to Turkey.",22/03/2023,
124,1UZcS0avdiIrhxLFFhbsPq,Iraq: The Legacy It 20 years since the invasion of Iraq - but what is its legacy?,16/03/2023,
125,4e8nDXZO3cERgr0RZLprNy,"The Iraq War 20 years on from the invasion of Iraq, Rory speaks to Alastair about the build up, aftermath, and legacy of the event.",15/03/2023,
126,0tubl2hSgaf27NU3KfH7WG,"Gary Lineker, BBC in crisis, and small boats After an extraordinary and bizarre week where a tweet from Gary Lineker led to a crisis at the national broadcaster, Rory and Alastair try to make sense of the BBC handling of the situation, question its governance structure, and explain why the government refugee policy is flawed. Editor note: Gary Lineker is the co-owner of Goalhanger Podcasts. Learn more about your ad choices. Visit podcastchoices.com/adchoices",11/03/2023,BBC
127,7vO4wn4a4ojbNtJ340fqET,"Powerful speeches, population control and Isabel Oakeshott What is the best speech Rory and Alastair have ever heard? Why is the cabinet so big? Would you rather trust Isabel Oakeshott or Xi Jinping with your phone? Rory and Alastair answer all these questions and more in this week Question Time.",09/03/2023,
128,0KwkuT4AZfABcKEvlZEkwv,"Hancock humiliation and the end for Johnson More than 100,000 WhatsApp messages have been leaked to the Daily Telegraph revealing private conversations between senior politicians and government officials during the height of the pandemic. But what do they tell us about the people leading our country, and how will Hancock recover from this? Rory and Alastair discuss this scandal, plus reflect on the news of Kier Starmer new Chief of Staff appointment, the legacy of Live Aid in raising awareness of world poverty, and the new documentary about Shamima Begum and her battle for citizenship.",08/03/2023,
129,2xWlFke4c6eCiSMD8XgfiS,"Bernie Sanders vs. Michael Foot, Universal Basic Income, and Boris Johnson NATO ambitions... Is there any point in writing to your MP? What are the benefits of UBI? Why do we say ;Mrs; Thatcher, but not ;Mr; Suank?",02/03/2023,NATO
130,3bVuNK5o00dXawkC6fNzao,"Sunak Windsor win, Labour path to victory, and Beijing view of Moscow Has Rishi Sunak pulled off the biggest victory of his premiership? How does China view the Russian invasion of Ukraine? And what does Alastair make of Keir Starmer big policy ;missions;?",01/03/2023,Labour Party
131,1t7tcxAK8V5ZvVGz3Del72,"Foreign ownership in football, the BBC vs. Modi, and conspiracy theories What should we make of the Qatari bid to buy Manchester United? Why is Modi government raiding the BBC offices in India? And why did Rory appearance at the Bilderberg Meeting lead to claims he was part of a global lizard conspiracy?",23/02/2023,ERG
132,1t7tcxAK8V5ZvVGz3Del72,"Foreign ownership in football, the BBC vs. Modi, and conspiracy theories What should we make of the Qatari bid to buy Manchester United? Why is Modi government raiding the BBC offices in India? And why did Rory appearance at the Bilderberg Meeting lead to claims he was part of a global lizard conspiracy?",23/02/2023,BBC
133,6RDOD3XC6lmNcioc5GIePY,"Ukraine: one year on, the fall of Nicola Sturgeon, and Sunak biggest gamble Who will be Nicola Sturgeon successor as First Minister of Scotland? What does the future hold for Russia relationship with the West? Is Boris Johnson staging a comeback? Alastair and Rory look at these topics, plus the role of biodiversity in ecological policy, the Northern Ireland protocol, China role in bringing peace to Ukraine, and how relevant a politician religious views are to their campaign.",22/02/2023,
134,2VkQZFSMdLYfJpQIzbGe6u,"Expensing helicopters, the North-South divide, and Rory return to politics? Will Rory ever return to politics? How do MPs serve effectively from remote areas? Should Russia be allowed to compete in the Paris Olympics? Alastair and Rory cover these topics, plus the role of Cabinet Secretaries, Biden State of the Union Address, and what it means to be a ;recovering politician;.",16/02/2023,
135,0KtrMoVekQkgzzqGkjUyow,"The Secret Brexit Summit, Erdoğan under fire, and the death penalty Why are ardent remainers and high profile eurosceptics meeting in secret to discuss our relationship with Europe? How has the earthquake in Turkey affected President Erdoğan politically? And why do MPs and members of the public have contrasting views on the death penalty?",15/02/2023,
136,1Hbjyay0fouLbuDRrqLnVR,"Palestine in 2023, Chat GPT, and what do diplomats actually do? What is the actual role of a diplomat? Would Brexit have had a different result if Labour was under Ed Miliband leadership? How will artificial intelligence change our society? Rory and Alastair answer these questions and more in this week Question Time episode.",09/02/2023,Labour Party
137,0PM4sZYzzK53Gk5PxdkFRR,"The Revenge of Liz Truss, Earthquakes in Syria and Turkey, and China 'Red Zeppelin' Are Johnson and Truss on manoeuvres against Sunak? Has the Chinese spy balloon pushed US relations with Beijing to a dangerous place? And what Rory been arguing about with Sandi Toksvig?",08/02/2023,
138,5hnwOvXL7c2dNBeRKfxVqT,"Missing refugees, the best type of MPs, and are universities left wing? Are academics generally left-leaning? Should the theatrical nature of PMQs be reformed? What makes an MP ;talented;? Listen to hear these questions answered, plus positive stories about politicians, cultural recommendations, what makes an MP ;talented;, and the relevance of vocational education.",02/02/2023,
139,5Q1OmxVR1w5GqXVwwLtfT9,"100 days of Sunak, the art of resigning, and Israel-Palestine After 100 days as PM, is Rishi Sunak power already waning? What happens behind the scenes of a high-profile resignation? Has the US pivoted away from its central involvement in the Israel-Palestine conflict?",01/02/2023,
140,1vUnLQ0l9j3pbs1radp9pg,"Leaving office, a Labour Scotland, and what the point of Davos? What do Rory, Mark Zuckerberg and Saif Gaddafi all have in common? Will we see a Labour revival in Scotland? Why haven;t the CPS followed up over lockdown parties in Downing Street?",26/01/2023,Labour Party
141,1vUnLQ0l9j3pbs1radp9pg,"Leaving office, a Labour Scotland, and what the point of Davos? What do Rory, Mark Zuckerberg and Saif Gaddafi all have in common? Will we see a Labour revival in Scotland? Why haven;t the CPS followed up over lockdown parties in Downing Street?",26/01/2023,ERG
142,26T4QlVt6XXPIep9lnbZPj,"Johnson £800k loan, Zahawi tax trouble, and Russia in Africa Who gave Boris Johnson an £800k loan when he was PM? Is Nadhim Zahawi political career over? Why is Russia on a charm offensive in Africa?",25/01/2023,
143,5N2QORFyPSwZpScBYqjnSE,"Combatting Andrew Tate, crisis at the Met, and Johnson standing again Could Boris Johnson lose the Tory whip? Why are we paying so much for gas if wholesale prices are back to normal? Why did Joe Biden remove classified documents from the White House? Rory and Alastair answer these questions, along with systemic problems within the Metropolitan Police, misogyny in schools, the future of Labour, and Suella Braverman latest controversy.",19/01/2023,Labour Party
144,5N2QORFyPSwZpScBYqjnSE,"Combatting Andrew Tate, crisis at the Met, and Johnson standing again Could Boris Johnson lose the Tory whip? Why are we paying so much for gas if wholesale prices are back to normal? Why did Joe Biden remove classified documents from the White House? Rory and Alastair answer these questions, along with systemic problems within the Metropolitan Police, misogyny in schools, the future of Labour, and Suella Braverman latest controversy.",19/01/2023,Metropolitan Police
145,6p5UXnEBrcearzey8H2ON6,"Police power, gender recognition, and women in Afghanistan  and Alastair as they discuss anti-strike legislation, the right to protest, the battle between the Scottish and UK government over gender recognition reform, the plight of women in Afghanistan, and more.",18/01/2023,
146,56gf9zDbcnmQsRh9bqRN24,"Rishi Sunak doctor, Rory Brad Pitt deal, and Iranian regime change? **RORY AND ALASTAIR;S NEW PODCAST... The Rest Is Politics: Leading**Rory and Alastair are launching a new podcast - ;Leading;!",12/01/2023,
147,1aNa956GBhcoE5z2roz7JJ,"Prince Harry, Brazil failed coup, and Myanmar criminal junta  and Alastair as they record in person from Soho, discussing the fallout from Prince Harry new book, the failed coup against Lula in Brazil, how the NHS could look to the Netherlands for reform, ghost writers, the Czech Republic, Myanmar, and much, much more.",11/01/2023,NHS
148,79ETWlul3c9IAC3AEzRYdi,"Zelensky message, Netanyahu return, and Putin 'mystery woman'  and Alastair this week as they discuss what Alastair has described as ‘one of the best pieces of communication he has ever seen’, the definition of populism, and their controversial predictions for the year ahead.",05/01/2023,
149,5PEXFXVWEfb0q2cYWl1FYF,"NHS in crisis, the Blair-Brown years, and Mandela on Gaddafi In our first podcast of 2023, Rory and Alastair discuss the NHS in crisis and how government investment needs to be coupled with structural reform. There also a look back at Alastair diaries during the transfer of power from Tony Blair to Gordon Brown, and an analysis of newly-released documents from the National Archives.",04/01/2023,NHS
150,21voR7QN1hRkLKubm0qNUf,Where will we be in 2023?  and Rory for a bonus episode as they discuss their political predictions for 2023!,29/12/2022,
151,7KL2gI6dPPa2dwlNHLqTvX,"TRIP Awards 2022 (with a special guest...) Rory and Alastair are here to discuss the highs and lows of a wild year in politics... Who was their most outstanding politician? What was the most surprising moment of the year? Who was the biggest villain of 2022? Listen to hear Rory and Alastair answer these questions and many more, with the help of a surprise guest who provides some guidance in this special political awards show.",28/12/2022,
152,7v8lOdDWI0xmkHDFfS1RlS,"Drugs in Parliament, the meaning of evil, and Jeremy Clarkson  and Alastair in this week episode of Question Time, as they discuss the prevalence of drugs in Parliament, Norway sovereign wealth fund, Macron relationship with the Pope, Alastair swimming tips, and much more.",22/12/2022,Parliament
153,2MIXVoHtLKbtoSfwuCmW5v,"Politics in football, Trump under pressure, and Kosovo  and Alastair as they discuss the end of the World Cup and the soft power that comes with it, rising tensions between Kosovo and Serbia, Rory experiences as Prisons Minister, and the challenge the government faces regarding prison reform.",21/12/2022,
154,626oD23wFteon9IGLvrDjN,"Harry and Meghan, the National Anthem, and Latin America In today Question Time podcast, Rory and Alastair review the new Harry and Meghan documentary, discuss how we can improve our National Anthem, and analyse the political chaos in Latin America.",15/12/2022,
155,5L5kf1bJ4vvUTeAqQjvvm8,"Britain on strike, hostage swaps, and assisted suicide  and Alastair as they discuss the strikes taking place across Britain, the debate on assisted suicide, and how prisoner swaps come about.",14/12/2022,
156,5qMYnB239W0DOANipSGx2q,"Votes for prisoners, a united Ireland, and the meaning of 'liberal'  and Rory this week as they discuss whether prisoners should be able to vote, the chances of a united Ireland, and what liberalism actually means.",08/12/2022,
157,6ROkTKqswtHun6zTtamLfR,"Keir vs. peers, George W. Bush, and $580k in a sofa...  and Rory as they discuss Gordon Brown and Keir Starmer latest proposals, the post-presidential life of George W. Bush, why so many MPs are standing down at the next election, and the mysterious story about South African President Cyril Ramaphosa sofa...",07/12/2022,
158,7KrHmAct32WGl85k1r88Sf,"Ex-New Zealand PM Helen Clark on monarchy, extreme poverty, and Jacinda Ardern Alastair and Rory are joined by former New Zealand Prime Minister Helen Clark to discuss democracy, the rise of populism, the Monarchy, the importance of arts and culture, the United Nations development programmes and much, much more.",02/12/2022,United Nations
159,1bLZonghbwGiyyBbqx4R6g,"How to become an MP, the art of whipping, and NIMBYs  and Alastair for the latest episode of Question Time, where they discuss Labour Brexit position, NIMBYs, the housing crisis, how to become an MP, whips, the favourites for the World Cup, and more.",01/12/2022,Labour Party
160,0mE9gdm1BuuoNvGzC91FuT,"Protests in China, UK strikes, and crypto bros Today, join Alastair and Rory as they investigate the current protests in China and their causes, dissect the recent election in Malaysia, discuss the recent Supreme Court ruling on Scottish independence and much, much more.",30/11/2022,
161,2IAP7bVn6A3mbr91TcJHp6,"Nigel Farage, proportional representation, and mandatory ID cards Who would Rory elect as the next Prime Minister? If Rishi Sunak had not kept Jeremy Hunt on, what would the budget look like? And how come both Rory and Alastair have lost followers on twitter? Listen to this week Question Time to hear Rory and Alastair answer these questions and many more.",24/11/2022,Twitter
162,486P4dT1eTALXlsEiK7zHe,"Qatar, the World Cup, and Sunak vs. Starmer  and Rory as they discuss the FIFA World Cup in Qatar, what meant by a ;Swiss-style; Brexit, ;flying kites;, Twitter, Trump, COP, and more.",23/11/2022,Twitter
163,6hmD2cu7cTGUEnBF54i7wS,"Food banks, ageing populations, and 'virtue signalling' Can cabinet ministers be charged for economic mismanagement? How will low birth rate affect the economy? Do Rory and Alastair really travel for weeks at a time with just hand luggage? Join us for this week Question Time episode where Rory and Alastair answer all these questions and more.",17/11/2022,
164,3fybUtS7zqWJY3S9xdBKir,"Trump vs. DeSantis, Sunak on the world stage, and Iran  and Alastair as they discuss the midterm results from the US, Rupert Murdoch apparent pivot from Donald Trump to Ron DeSantis, Joe Biden and Xi Jinping meeting, Rishi Sunak performance on the world stage, Thursday Autumn Statement, problems with the NHS, the situation in Iran, David Nott, and much, much more.",16/11/2022,NHS
165,7uycl1Qmrh0ri1bZr0xebz,"Women in politics, AI advancements, and airports  and Alastair for this week Question Time episode where they discuss everything from the growth of artificial intelligence in professional life to their airport travel tips. Plus culture and arts in Britain, women in politics and Rory and Alastair favourite novels.",10/11/2022,
166,6F9YqSrG7W88eY3SstjYE9,"COP, Gavin Williamson, and US midterms  and Rory as they discuss Gavin Williamson, COP, Johnson resignation honours list, Scholz in China, the latest from the war in Ukraine, and much, much more.",09/11/2022,
167,7hiZNQ2snzuIW6GxaZn3W9,"Julia Gillard on Rishi Sunak, compulsory voting and that misogyny speech Alastair is joined today by former Australian Prime Minister Julia Gillard to discuss the view of British politics from Australia, the role of the monarchy, Australian government, compulsory voting and her famous Misogyny Speech.",04/11/2022,
168,6NUKgUeJUL8lWmelDf1DNi,"Elon Musk, Twitter, and regulating 'Big Tech'  and Rory for the latest episode of Question Time where they discuss Elon Musk, Twitter, nation states vs. big tech, Amazon, John Reith, and much, much more. Plus Rory has asked his friend to calculate the number of ;bot followers; Alastair has!",03/11/2022,Twitter
169,6D11Mzfpj1GCZNyYDeuDUq,"Braverman, Brazil, and Hancock in the jungle Rory and Alastair discuss Suella Braverman return to the front bench, the significance of security breaches in ministerial positions, and why Tony Blair never had a phone during his time as Prime Minister... Plus debates about the response to asylum seekers in the UK, Lula success in Brazil election, Rory insider knowledge of Rishi Sunak new cabinet, and Matt Hancock agreeing to participate in I;m a Celebrity Get Me Out of Here.",02/11/2022,
170,5weuU2YZ9CQiCJLuirmEdj,"François Hollande on Putin, Obama, and Brexit In a special guest episode, we speak to former French president François Hollande from his office in Paris. Tune in to hear his views on Putin, Xi Jinping, Merkel, Macron, the far right, the importance of political parties and much, much more.",27/10/2022,
171,498Q2Xa0a6lx0tkaIhqyxT,"Battle for the National Trust, getting over Brexit and boycotting Qatar What would it take for the UK to have a general election? Would Rory ever rejoin the Conservative Party? How does confirmation bias affect politics? Alastair and Rory answer these questions, plus discuss their insecurities, the legitimacy of Britain Crown Jewels, protesting the Iraq War, the impact of Brexit on public services and much more.",26/10/2022,Conservative Party
172,498Q2Xa0a6lx0tkaIhqyxT,"Battle for the National Trust, getting over Brexit and boycotting Qatar What would it take for the UK to have a general election? Would Rory ever rejoin the Conservative Party? How does confirmation bias affect politics? Alastair and Rory answer these questions, plus discuss their insecurities, the legitimacy of Britain Crown Jewels, protesting the Iraq War, the impact of Brexit on public services and much more.",26/10/2022,National Trust
173,0yKhhB4wW2lxsH6C5F3yYw,PRIME MINISTER RISHI SUNAK Rishi Sunak is the new Prime Minister.,24/10/2022,
174,4SxxPjxGr8jy6MftXUGsiF,LIZ TRUSS RESIGNS In this emergency podcast Rory Stewart and Alastair Campbell react to the news that Liz Truss has resigned as Prime Minister after barely six weeks in office. Who will replace her as leader of the Conservatives and what chance do they have of uniting their party behind them?,20/10/2022,ERG
175,1lffDd4gLEow4CPgsz97aO,"Imposter Syndrome, the Commonwealth and fox hunting How does public backlash affect politicians; mental health? Do Labour and the Liberal Democrats have an unwritten agreement to win seats? Should we support political parties the same way we do football clubs? Alastair and Rory answer these questions and discuss the fate of the Commonwealth, US/China relations, Thérèse Coffey comments on antibiotics and more in this week Question Time.",20/10/2022,Labour Party
176,1lffDd4gLEow4CPgsz97aO,"Imposter Syndrome, the Commonwealth and fox hunting How does public backlash affect politicians; mental health? Do Labour and the Liberal Democrats have an unwritten agreement to win seats? Should we support political parties the same way we do football clubs? Alastair and Rory answer these questions and discuss the fate of the Commonwealth, US/China relations, Thérèse Coffey comments on antibiotics and more in this week Question Time.",20/10/2022,Liberal Democrat Party
177,1xhxhsdQUeDeOOzIPfcVAN,"Hunt U-turn as Truss goes missing As a divided Conservative Party tries desperately to work out how to replace Liz Truss, Rory and Alastair discuss the likely moves over the coming days and weeks in Westminster. Will the Conservatives find a way to avoid another membership vote to determine the next PM? Plus Biden, Japan, and debt forgiveness.",18/10/2022,Conservative Party
178,5sPSd5IKoDL8x6OnOhvq2i,"TRUSS DOWN, KWARTENG OUT  and Rory for an emergency bonus podcast after the news that Kwasi Kwarteng has been sacked as Chancellor. Facing the lowest ever approval ratings for a British PM, is it over already for the Truss premiership?",14/10/2022,ERG
179,2xkgwtnSTxFOxCBImwK6Iy,"Liberal Democrats, Lordships and Labour return Who would Rory vote for in a General Election today? Did Alastair vote for Jeremy Corbyn? Where do MPs work after they;ve left Parliament? Rory and Alastair answer these questions, plus a discussion of Suella Braverman take on cannabis, reform in the House of Lords, the relevance of the Liberal Democrats, Poland right wing government, and much, much more in this week Question Time.",13/10/2022,Labour Party
180,2xkgwtnSTxFOxCBImwK6Iy,"Liberal Democrats, Lordships and Labour return Who would Rory vote for in a General Election today? Did Alastair vote for Jeremy Corbyn? Where do MPs work after they;ve left Parliament? Rory and Alastair answer these questions, plus a discussion of Suella Braverman take on cannabis, reform in the House of Lords, the relevance of the Liberal Democrats, Poland right wing government, and much, much more in this week Question Time.",13/10/2022,Parliament
181,2xkgwtnSTxFOxCBImwK6Iy,"Liberal Democrats, Lordships and Labour return Who would Rory vote for in a General Election today? Did Alastair vote for Jeremy Corbyn? Where do MPs work after they;ve left Parliament? Rory and Alastair answer these questions, plus a discussion of Suella Braverman take on cannabis, reform in the House of Lords, the relevance of the Liberal Democrats, Poland right wing government, and much, much more in this week Question Time.",13/10/2022,Liberal Democrat Party
182,0biCkypr080XzqmzFzQ9NV,"""Detested"" Tories, the SNP, and Israel Why is Liz Truss thinking of moving the UK embassy to Jerusalem? Does the word ;detest; belong in politics? How long will the Conservatives remain united? Rory and Alastair discuss these topics, plus the situation in Libya, the escalation of conflict in Ukraine, the role of empathy in decision-making, and Alastair living rent free in Nadhim Zahawi head...",12/10/2022,SNP
183,2uHKLfQwFVw3N06QkyrbQ9,Fear and Loathing in Birmingham Are we on the brink of Tory civil war? Has Truss painted herself into a corner with her conference speech? What on earth is an ;anti-growth coalition;?,07/10/2022,
184,35C2kAgkRBOk5f04F4BJA9,"Biden, barristers and the Black Watch How do Alastair and Rory maintain a work/life balance? How dangerous are AI deepfakes for politics? Does Rory regret not pursuing a military career? Rory and Alastair answer these questions and many more in this week Question Time episode. Plus they discuss Biden popularity, the protests in Iran, barrister strikes and the relevance of think tanks.",06/10/2022,
185,0pTvzS5LismDJR4Zb28cqh,"U-turns, Ukraine and election season Will Truss and Kwarteng survive a week of U-turns? Have worldwide elections followed the populist trends set by Sweden and Italy? Plus news on the conflicts in Ukraine and Yemen, Rory admiration for David Miliband, and a critique of Singapore-on-Thames.",05/10/2022,
186,0qIMNZJBAhWmGnfA8X9bkW,"The Week Everything Changed In a special bonus episode Rory and Alastair discuss whether the writing is already on the wall for Liz Truss and Kwasi Kwarteng, how Starmer found his voice and revived Labour, and what the future holds for the UK economy...",29/09/2022,Labour Party
187,5Ah0r0bqiF7j2lHZRcndc3,"Prison reform, lobbying, and Alastair on Strictly Should MPs be drug tested? Does the UK have a corruption problem? How could we radically reform prisons? Alastair and Rory join each other in person this week to answer these questions and many more. Plus, they discuss if they;ve ever been offered to participate in a reality show, and if they would ever consider doing Strictly Come Dancing...",29/09/2022,
188,4jIb9TzKk3ITzo8UwieVEi,"The Kamikwaze budget, Iranian protests, and Italian 'post-fascists' It been a quiet week in UK politics...",28/09/2022,
189,0iXBJAqkmKiXJUHYVVLWkW,"Albanian PM Edi Rama on Putin, Macron, and combating corruption Alastair and Rory are joined by Edi Rama, the Prime Minister of Albania, to talk Putin, Merkel, Macron, the European Union, small boats, cyber attacks from Iran, and much, much more. Tune in to hear how the ;third way; inspired Edi journey from life as an artist in Paris to a three-time election-winning prime minister.",23/09/2022,
190,2U6ibxw7rYOIrSLb6OHYdt,"Blair-Brown, the Special Relationship, and official apologies Who would you cast to play yourself in a film? Rory and Alastair give their answers to this question and many more in today Question Time episode. Plus the rarity of political apologies, friendship (and animosity) between ex Prime Ministers, and the UK pecial relationship; with the US.",22/09/2022,
191,4Mhy3VgrabW47kevogU5dx,"The Queen funeral, United Nations, and fracking  and Rory as they discuss Queen Elizabeth II funeral, Liz Truss; visit to the UN, the pros and cons of fracking and the drastic fall in value of the British Pound. Plus Biden growing popularity, international diplomacy, and the role of foreign correspondents.",21/09/2022,United Nations
192,69G3m3tpjAs6xxe6JnMRy8,"Mark Drakeford on Labour success, Tory PMs, and Welsh nationalism Alastair and Rory are joined by Mark Drakeford, First Minister of Wales and Leader of Welsh Labour, to talk Boris Johnson, devolution, Welsh nationalism, Scotland, the secret of Labour century of success in Wales, Covid, Brexit, Latin and more.",16/09/2022,Labour Party
193,6kA3A8OdVFUWB5tAxvtQXq,"King Charles III, Scottish accents, and left vs. right What the true definition of right-wing and left-wing? Alastair and Rory debate what defines the two sides of the political spectrum, who their favourite comedians are, and why neither of them have a Scottish accent.",15/09/2022,
194,19j7bWknoJorpejBJAnVYd,"Queen Elizabeth II, Ukrainian counter-attacks, and Sweden  and Rory as they discuss Queen Elizabeth II, the Ukrainian counter-offensive, Rory trip to Kenya, the far right in Sweden, and the Shanghai Co-Operation Organisation.",14/09/2022,
195,34Fzn9cKurWsBB8qOCr7tH,"Parents, Austerity, and talking with hands What more annoying, a stupid person pretending to be clever or a clever person pretending to be stupid? On an unrelated note Rory and Alastair give more reaction to Liz Truss taking over from Boris Johnson, and give an insight into their family backgrounds.",08/09/2022,
196,3g62U7VoszSVecCPw1kiUu,"Liz Truss, lido politics, and Chile How will Liz Truss operate in Number 10? Why is The Rest Is Politics banned on FCDO official phones? And what going on in Chile?",07/09/2022,
197,06mmgQg0EuQlEnqxRWekYo,"PRIME MINISTER LIZ TRUSS In an emergency podcast, Rory and Alastair react to the news that Liz Truss has won the race to become the UK next prime minister.",05/09/2022,ERG
198,5Dc04WPs4lSb6L6P1jFvfY,"BBC impartiality, books vs. newspapers, and Stewart spoofery What shared regret do Rory and Alastair have about their time at university? Plus local journalism, bikes, John le Carré, musical instruments, rhetoric, and Rory defence of Eton.",01/09/2022,BBC
199,5Dc04WPs4lSb6L6P1jFvfY,"BBC impartiality, books vs. newspapers, and Stewart spoofery What shared regret do Rory and Alastair have about their time at university? Plus local journalism, bikes, John le Carré, musical instruments, rhetoric, and Rory defence of Eton.",01/09/2022,Eton
200,2EtsoHjkaRGm1eYUpuaOXY,"Freezing bills, mental health in politics, and Rory new job Are windfall taxes and freezing energy bills the best ways to deal with the cost of living crisis?",31/08/2022,ERG
201,4pEmUqUeREROfCirDne85z,"Margaret Thatcher, Rupert Murdoch, and Mick Lynch At what points in their political careers did Rory and Alastair feel under the most pressure? Plus the wonders of sleep, Murdoch subtle influence, and protest marches.",25/08/2022,
202,1rwjaEVL1Xho7mlQnBM2wn,"Working for Truss, Blackpool with Clinton, and Sewage Why is raw sewage being pumped into UK rivers? How easy is it to stand up to Liz Truss when she your boss? And which former US president walked for 2 miles with Alastair in search of a McDonald?",24/08/2022,
203,2BoUFjgdq5W0k8afoLfkZt,"Classified documents, Eddie Jones, and A-levels Just how easy is it to waltz out of office with classified government documents? In the latest episode of TRIP QT, Alastair and Rory take your questions on Trump FBI raid, Gordon Brown and Gillian Duffy, scuffles, Eddie Jones, A-levels, and more.",18/08/2022,
204,2tec7MOpsKODZ1QNW1ReMu,"Salman Rushdie, the energy price cap, and Afghanistan  and Rory as they discuss the one year anniversary of Afghanistan falling to the Taliban, the French withdrawal from Mali, the Wagner Group, how Gordon Brown lets his hair down, the Kenyan election, the cost of living, Keir Starmer holiday, the energy price cap, Salman Rushdie, freedom of speech, and more.",17/08/2022,ERG
